seller_id,monthly_revenue,revenue_growth,order_volume,avg_order_value,return_rate,rating,days_active,inventory_turnover,late_ship_rate,previous_loans,platform,category,defaulted
VN00826,297236405.0,0.2757,907,586205.0,0.038,4.5,1394,10.65,0.0749,0,Lazada,Home,0
VN00827,326741243.0,0.4572,401,185412.0,0.1428,3.9,1262,10.26,0.1223,2,TikTok Shop,Beauty,0
VN00828,67514637.0,0.2882,495,82693.0,0.2527,4.5,1296,4.44,0.1865,0,Shopee,Fashion,0
VN00829,72919007.0,-0.2001,422,135249.0,0.1522,4.1,724,9.09,0.012,1,TikTok Shop,Beauty,0
VN00830,80894917.0,0.0401,912,279134.0,0.1966,4.4,187,5.07,0.012,2,Shopee,Electronics,0
VN00831,36457659.0,0.653,725,123607.0,0.079,4.1,175,11.76,0.062,1,Shopee,Food,0
VN00832,50174177.0,0.7268,653,104519.0,0.2369,4.1,369,1.24,0.0639,5,Shopee,Electronics,0
VN00833,47058140.0,-0.1784,1059,278406.0,0.0465,4.1,895,1.01,0.0904,0,Shopee,Beauty,0
VN00834,56184520.0,0.8405,829,253328.0,0.0614,3.5,1798,1.87,0.0536,0,Shopee,Fashion,0
VN00835,97365874.0,0.061,932,96156.0,0.331,4.6,121,3.23,0.016,4,TikTok Shop,Electronics,0
VN00836,119122276.0,0.4779,217,128348.0,0.1338,4.2,358,1.01,0.144,2,Shopee,Food,0
VN00837,319694167.0,0.5898,431,374121.0,0.1081,3.6,201,1.47,0.0785,4,TikTok Shop,Electronics,0
VN00838,47262819.0,0.6649,430,307559.0,0.3092,3.9,731,4.63,0.0348,5,TikTok Shop,Home,0
VN00839,209082987.0,0.8322,99,110339.0,0.1673,3.9,1084,1.85,0.077,2,Shopee,Fashion,0
VN00840,85114534.0,0.0411,181,74277.0,0.2038,4.4,650,11.33,0.0055,3,TikTok Shop,Beauty,0
VN00841,96292618.0,0.7231,398,229638.0,0.0341,4.1,301,1.23,0.0072,2,Shopee,Electronics,0
VN00842,165770460.0,-0.1854,482,173159.0,0.0846,4.7,1148,12.76,0.2612,1,TikTok Shop,Electronics,0
VN00843,43053689.0,0.5313,1110,219887.0,0.0806,3.6,1018,12.26,0.0959,2,Shopee,Electronics,0
VN00844,133126094.0,0.5775,824,275772.0,0.1195,4.4,106,3.31,0.0339,4,TikTok Shop,Electronics,0
VN00845,113219521.0,0.4972,1011,124476.0,0.0516,4.4,180,1.47,0.0494,0,Shopee,Food,0
VN00846,144579263.0,-0.0346,487,161769.0,0.1843,4.0,171,1.92,0.1265,0,Shopee,Home,0
VN00847,124134533.0,0.7413,1007,128088.0,0.0581,4.3,260,8.05,0.0592,2,Shopee,Home,0
VN00848,630154197.0,-0.1389,289,130403.0,0.0351,4.2,983,8.61,0.2918,3,Lazada,Fashion,0
VN00849,61941132.0,-0.283,1058,266300.0,0.1168,4.8,157,4.76,0.2365,0,TikTok Shop,Fashion,0
VN00850,67103871.0,0.5468,504,215784.0,0.2104,4.2,889,4.51,0.0505,5,Lazada,Food,0
VN00851,62623089.0,0.2443,340,91907.0,0.1161,4.8,1789,7.68,0.1237,0,Lazada,Home,0
VN00852,65883076.0,0.7114,543,288529.0,0.1426,4.6,725,4.63,0.0805,5,Lazada,Fashion,0
VN00853,61957527.0,0.1292,906,168546.0,0.0446,3.6,526,13.11,0.0512,5,TikTok Shop,Beauty,0
VN00854,243776504.0,-0.1397,103,295251.0,0.4741,4.2,1333,5.67,0.0904,5,Shopee,Home,1
VN00855,289996144.0,0.6956,500,120889.0,0.1294,4.6,1594,3.47,0.1065,0,Lazada,Electronics,0
VN00856,65132895.0,0.3361,722,126394.0,0.0995,4.3,839,2.47,0.0822,3,Shopee,Home,0
VN00857,53528957.0,-0.1135,364,227716.0,0.1515,4.2,1583,9.03,0.2293,4,Shopee,Beauty,0
VN00858,142316167.0,0.5505,1122,116049.0,0.1875,4.3,160,4.91,0.1155,2,Lazada,Electronics,0
VN00859,66044064.0,0.2889,401,175003.0,0.1936,4.5,1514,3.05,0.0551,5,Shopee,Home,0
VN00860,160643609.0,0.4054,101,109641.0,0.0982,4.0,298,4.22,0.2694,3,Shopee,Electronics,1
VN00861,116359171.0,0.2261,321,165101.0,0.1807,4.1,647,4.66,0.1798,2,Shopee,Electronics,0
VN00862,32062315.0,0.6859,1192,197614.0,0.3281,4.6,1722,8.95,0.195,1,Lazada,Food,0
VN00863,318976790.0,0.687,454,202325.0,0.2004,4.3,991,2.86,0.0771,5,Lazada,Beauty,0
VN00864,384290085.0,0.5367,754,167314.0,0.0679,4.1,1624,10.39,0.0476,2,TikTok Shop,Food,0
VN00865,63111179.0,-0.2182,278,237204.0,0.0587,4.2,1657,4.62,0.0579,5,Lazada,Home,0
VN00866,74717421.0,0.6986,991,216187.0,0.0173,4.5,1313,7.09,0.03,0,Shopee,Electronics,0
VN00867,123827378.0,0.4888,749,192013.0,0.0869,4.2,1104,9.34,0.2906,3,Shopee,Home,0
VN00868,128423325.0,0.5213,435,146836.0,0.1645,4.3,1186,7.84,0.0195,5,Shopee,Home,0
VN00869,163759297.0,0.1037,507,342533.0,0.1681,3.3,1732,9.44,0.1524,3,Shopee,Food,0
VN00870,451304756.0,0.7491,647,243566.0,0.1969,4.3,838,4.86,0.0779,4,Shopee,Home,0
VN00871,87512271.0,0.5567,1007,119604.0,0.0862,4.1,1058,13.51,0.0773,1,Shopee,Beauty,0
VN00872,54913900.0,-0.2093,425,277740.0,0.0908,4.7,677,6.7,0.0657,4,Shopee,Electronics,0
VN00873,35516594.0,0.1597,187,311062.0,0.1889,4.2,767,4.85,0.0009,4,Shopee,Fashion,0
VN00874,57759735.0,0.758,18,192763.0,0.2528,4.9,531,4.5,0.0488,1,Shopee,Beauty,0
VN00875,97479706.0,-0.291,868,199278.0,0.0899,4.5,1237,1.08,0.039,0,Lazada,Fashion,0
VN00876,383909881.0,0.8518,1000,71723.0,0.1275,3.8,438,9.74,0.1543,3,Shopee,Fashion,0
VN00877,67780935.0,0.499,1148,131700.0,0.0935,3.6,1144,4.04,0.1375,2,Shopee,Food,0
VN00878,118194362.0,0.4392,1075,306155.0,0.3805,4.2,1489,13.45,0.2655,1,Shopee,Fashion,0
VN00879,98708619.0,-0.0118,597,135766.0,0.0182,4.2,849,3.34,0.3159,4,TikTok Shop,Electronics,0
VN00880,243662579.0,-0.039,1069,185364.0,0.1867,3.4,932,7.65,0.2451,2,TikTok Shop,Food,1
VN00881,664934648.0,0.8276,395,130704.0,0.0571,4.2,218,10.43,0.2136,5,TikTok Shop,Beauty,0
VN00882,67110322.0,0.0228,1049,225349.0,0.1749,4.0,1533,12.25,0.0302,1,Shopee,Beauty,0
VN00883,69228308.0,0.6194,358,244476.0,0.0202,4.3,1010,2.61,0.1209,5,Shopee,Beauty,0
VN00884,218680137.0,0.1414,180,247765.0,0.0608,5.0,844,13.8,0.0667,1,Shopee,Home,0
VN00885,166652042.0,-0.1759,714,113586.0,0.0931,3.4,412,12.74,0.068,0,Shopee,Food,0
VN00886,399222912.0,-0.3366,356,211790.0,0.2145,4.7,879,13.5,0.1762,5,TikTok Shop,Food,0
VN00887,154846698.0,0.3303,1057,441655.0,0.1185,4.4,1375,12.01,0.0583,0,Lazada,Food,0
VN00888,76326514.0,0.8697,994,291923.0,0.2676,4.0,1496,12.35,0.1661,3,Shopee,Electronics,0
VN00889,155629871.0,0.1114,559,210379.0,0.098,4.2,519,8.58,0.2124,3,TikTok Shop,Food,0
VN00890,229526187.0,0.0965,1048,76459.0,0.1424,4.7,1186,11.91,0.0539,2,Shopee,Electronics,0
VN00891,184906645.0,0.0801,206,177251.0,0.2321,4.3,1737,7.71,0.2218,3,Shopee,Beauty,0
VN00892,146195529.0,0.3007,334,457340.0,0.1368,3.2,455,7.77,0.2205,5,Shopee,Home,0
VN00893,222403980.0,0.2008,594,388211.0,0.0954,4.4,279,8.09,0.1091,5,Lazada,Fashion,0
VN00894,240197412.0,0.7499,489,252890.0,0.1124,4.6,1114,13.95,0.3119,1,Shopee,Home,0
VN00895,281774945.0,0.2819,651,140131.0,0.2209,4.0,1615,1.91,0.1017,1,TikTok Shop,Home,0
VN00896,162555886.0,0.2847,441,206105.0,0.1591,4.6,1049,11.38,0.2951,1,Shopee,Home,0
VN00897,88159783.0,-0.177,1097,295593.0,0.0114,4.7,1475,4.19,0.0802,5,Shopee,Fashion,0
VN00898,111555777.0,0.8784,111,321345.0,0.0426,4.9,1529,5.38,0.1345,1,Shopee,Electronics,0
VN00899,246995759.0,-0.0375,510,234758.0,0.2225,4.7,1276,1.59,0.0241,0,Shopee,Beauty,0
VN00900,54151609.0,-0.2583,675,307897.0,0.1858,5.0,1491,5.25,0.0726,1,TikTok Shop,Fashion,0
VN00901,131761626.0,0.4789,23,194980.0,0.159,4.8,713,13.88,0.1176,1,TikTok Shop,Beauty,0
VN00902,74402187.0,0.3942,471,190717.0,0.058,4.3,1437,5.86,0.1031,1,Shopee,Electronics,0
VN00903,102109734.0,0.1689,287,159619.0,0.2543,4.6,348,9.54,0.068,4,TikTok Shop,Beauty,0
VN00904,260689056.0,0.1777,954,248269.0,0.0647,4.3,1049,2.13,0.1029,5,Shopee,Electronics,0
VN00905,115331864.0,0.6313,1046,331098.0,0.0042,4.1,254,12.95,0.0798,5,TikTok Shop,Fashion,0
VN00906,103473636.0,-0.1054,222,286136.0,0.2727,3.7,452,11.67,0.141,2,TikTok Shop,Fashion,1
VN00907,36038843.0,0.6753,1161,109205.0,0.1754,4.1,937,5.71,0.0976,5,Shopee,Beauty,0
VN00908,174893920.0,0.4609,1071,112169.0,0.0499,4.6,1244,5.2,0.153,2,TikTok Shop,Beauty,0
VN00909,162163093.0,0.1737,218,348649.0,0.325,3.8,108,6.34,0.0572,1,Shopee,Home,0
VN00910,506199310.0,0.2225,532,219320.0,0.2331,4.4,884,5.92,0.1439,5,Shopee,Home,0
VN00911,79333126.0,-0.0292,531,223647.0,0.0951,4.0,1033,3.98,0.2166,1,TikTok Shop,Beauty,0
VN00912,117783970.0,0.5901,457,221141.0,0.4211,4.2,394,13.88,0.0576,2,Shopee,Home,1
VN00913,120485234.0,0.2911,703,482058.0,0.1538,4.2,51,11.44,0.206,3,Shopee,Beauty,0
VN00914,326222415.0,0.0511,864,160630.0,0.0982,4.3,577,4.12,0.0195,4,Shopee,Food,0
VN00915,93038910.0,0.3951,847,350921.0,0.38,5.0,359,13.75,0.1431,4,TikTok Shop,Home,0
VN00916,123193413.0,0.8947,353,225664.0,0.0394,4.0,1209,0.71,0.1347,5,Shopee,Beauty,0
VN00917,157655429.0,0.1941,1174,90196.0,0.0432,4.2,85,6.41,0.2617,3,Shopee,Food,0
VN00918,114944142.0,0.8009,401,132929.0,0.319,4.1,1301,8.19,0.0543,1,Shopee,Home,0
VN00919,71497625.0,0.0813,1063,148225.0,0.1529,3.5,954,1.01,0.018,2,Shopee,Fashion,0
VN00920,115590866.0,-0.2816,520,346818.0,0.1887,4.7,290,2.67,0.1406,4,TikTok Shop,Beauty,0
VN00921,223567472.0,-0.0947,694,370886.0,0.1275,3.8,464,3.98,0.2743,3,Shopee,Fashion,1
VN00922,46275051.0,0.1734,704,239648.0,0.0774,4.9,1580,10.22,0.0976,3,TikTok Shop,Home,0
VN00923,110411765.0,-0.0755,899,154603.0,0.0485,3.8,1531,13.19,0.1398,0,TikTok Shop,Food,0
VN00924,59109924.0,-0.3497,1133,127326.0,0.026,4.4,1753,8.93,0.0391,5,Shopee,Beauty,0
VN00925,244881498.0,0.7938,637,354616.0,0.0692,5.0,567,8.1,0.1663,3,Shopee,Food,0
VN00926,31883839.0,0.7048,1184,105633.0,0.0473,4.5,564,7.75,0.0358,0,TikTok Shop,Fashion,0
VN00927,65713084.0,0.5779,907,190623.0,0.0712,3.9,410,5.23,0.1132,0,Shopee,Beauty,0
VN00928,132608125.0,-0.1402,967,654899.0,0.0842,3.8,132,11.67,0.0794,5,Lazada,Fashion,0
VN00929,323316741.0,-0.1995,798,154834.0,0.0478,3.1,58,7.8,0.0502,4,Lazada,Fashion,1
VN00930,95123566.0,-0.2655,509,106314.0,0.2362,4.0,1536,3.61,0.1105,1,TikTok Shop,Food,0
VN00931,65896794.0,0.555,1076,83056.0,0.1031,3.5,1110,2.35,0.054,1,Lazada,Home,0
VN00932,409672166.0,0.811,761,667972.0,0.402,4.2,1115,13.8,0.1449,3,TikTok Shop,Fashion,0
VN00933,33733082.0,0.1882,451,239023.0,0.3685,4.0,984,0.74,0.1885,2,Shopee,Fashion,1
VN00934,19209116.0,-0.2011,359,130022.0,0.1538,4.3,1101,13.1,0.0344,2,Shopee,Electronics,0
VN00935,139003662.0,0.2905,1198,182669.0,0.1373,3.7,1420,3.45,0.2244,0,Shopee,Food,0
VN00936,68576422.0,0.086,564,144137.0,0.1949,4.0,576,9.38,0.0339,5,Shopee,Fashion,0
VN00937,46458750.0,0.1185,834,79081.0,0.0209,4.5,1611,4.57,0.2401,3,Shopee,Electronics,0
VN00938,169992918.0,0.4267,555,297765.0,0.2283,4.4,1598,12.11,0.1467,3,Shopee,Food,0
VN00939,119981790.0,0.5484,158,204210.0,0.1063,3.3,356,7.84,0.1653,1,Shopee,Beauty,0
VN00940,65459424.0,-0.2117,602,285641.0,0.0224,4.6,1791,2.4,0.0325,2,Shopee,Home,0
VN00941,38254498.0,-0.3055,671,201446.0,0.0539,3.7,295,4.14,0.2504,4,Shopee,Food,1
VN00942,192256888.0,0.8929,359,214405.0,0.1332,3.4,1781,4.82,0.1195,5,Shopee,Fashion,0
VN00943,162737801.0,-0.0591,710,65683.0,0.1892,4.1,758,12.46,0.1471,3,TikTok Shop,Electronics,0
VN00944,92768537.0,-0.2827,282,316135.0,0.3003,5.0,1229,10.85,0.0171,3,Shopee,Electronics,0
VN00945,399201854.0,-0.1127,183,116523.0,0.0436,4.0,1097,11.7,0.05,1,TikTok Shop,Beauty,0
VN00946,44787356.0,-0.3013,47,132450.0,0.1195,4.3,248,1.21,0.02,4,Lazada,Electronics,1
VN00947,31827973.0,0.1398,391,154209.0,0.1106,4.5,155,8.31,0.0732,4,TikTok Shop,Fashion,0
VN00948,59475139.0,0.653,407,71730.0,0.2896,3.8,911,13.99,0.0405,4,Shopee,Food,0
VN00949,96573071.0,0.0766,503,150050.0,0.0912,4.4,1432,11.1,0.0943,5,TikTok Shop,Beauty,0
VN00950,119940289.0,0.2052,736,144916.0,0.0743,3.8,348,2.13,0.1187,4,Shopee,Home,0
VN00951,83392835.0,0.4945,960,166223.0,0.0633,4.5,1358,9.66,0.0878,2,TikTok Shop,Home,0
VN00952,130129615.0,0.2861,1067,85769.0,0.1495,4.4,1253,10.56,0.1617,5,Shopee,Fashion,0
VN00953,39088757.0,0.7268,53,319290.0,0.2696,4.4,114,7.44,0.033,0,TikTok Shop,Beauty,0
VN00954,295099591.0,0.7325,1055,245004.0,0.3942,4.3,1094,1.56,0.019,4,TikTok Shop,Beauty,0
VN00955,93960648.0,-0.3376,1094,130350.0,0.2805,5.0,752,0.97,0.0525,0,TikTok Shop,Fashion,1
VN00956,231010073.0,0.6226,240,150125.0,0.3181,4.3,1604,13.16,0.0478,0,TikTok Shop,Beauty,0
VN00957,129222206.0,0.2259,81,305307.0,0.0388,4.5,1416,3.98,0.0125,1,Shopee,Electronics,0
VN00958,140759725.0,0.8861,849,176533.0,0.0513,4.4,1322,5.62,0.0773,4,TikTok Shop,Electronics,0
VN00959,153210823.0,0.254,1061,107983.0,0.0924,3.7,391,11.24,0.2145,2,Shopee,Fashion,0
VN00960,139808113.0,0.8836,1013,192568.0,0.2436,3.8,396,9.81,0.1895,1,Shopee,Fashion,0
VN00961,161827590.0,0.5932,251,116550.0,0.1733,3.7,1234,13.58,0.1469,1,Shopee,Electronics,0
VN00962,270792769.0,-0.0392,971,140936.0,0.0858,3.8,1284,1.75,0.0829,0,Shopee,Food,0
VN00963,115801824.0,0.323,933,195768.0,0.1502,3.9,1017,10.04,0.1934,3,Shopee,Fashion,0
VN00964,170075467.0,0.8902,1176,340308.0,0.0439,4.1,1123,1.61,0.0924,2,TikTok Shop,Electronics,0
VN00965,93427681.0,0.7219,487,552198.0,0.0078,4.1,617,0.5,0.1218,5,TikTok Shop,Food,0
VN00966,294293437.0,-0.2283,567,396848.0,0.3861,4.5,992,2.12,0.0363,4,Shopee,Food,0
VN00967,60171283.0,0.533,709,193701.0,0.1624,4.9,518,8.83,0.0747,4,Shopee,Electronics,0
VN00968,385752035.0,0.082,331,620745.0,0.1913,4.8,1287,9.63,0.1282,2,TikTok Shop,Electronics,0
VN00969,96967026.0,-0.3413,612,265437.0,0.1397,4.3,1482,6.42,0.1235,4,TikTok Shop,Beauty,0
VN00970,34172052.0,0.1544,782,123027.0,0.0746,3.8,860,1.12,0.0074,3,Shopee,Food,0
VN00971,110009613.0,-0.0566,900,210507.0,0.0692,4.7,1701,9.06,0.037,5,Shopee,Home,0
VN00972,59961381.0,0.6736,575,144573.0,0.1312,3.9,695,1.66,0.0954,3,Lazada,Beauty,0
VN00973,187723869.0,0.0717,272,107586.0,0.0689,4.4,1347,2.41,0.1516,4,Shopee,Beauty,0
VN00974,61253529.0,0.6844,771,111624.0,0.0759,4.3,1401,7.42,0.298,1,Shopee,Food,0
VN00975,71511042.0,-0.3493,137,186537.0,0.0513,3.7,1152,5.1,0.1459,5,Lazada,Food,0
VN00976,24223758.0,0.0348,356,292758.0,0.0385,3.9,905,6.77,0.1527,5,Shopee,Food,0
VN00977,71183404.0,-0.0485,1097,342526.0,0.2552,4.5,390,9.07,0.0027,4,TikTok Shop,Fashion,0
VN00978,16225433.0,-0.058,274,107758.0,0.1517,4.1,387,2.66,0.0762,4,Shopee,Electronics,0
VN00979,30464508.0,-0.2648,109,172538.0,0.0714,5.0,1183,12.56,0.1343,2,Shopee,Electronics,0
VN00980,176761335.0,-0.1161,1163,256093.0,0.0979,4.0,1572,8.05,0.0217,3,Shopee,Electronics,0
VN00981,180158958.0,0.3444,55,216626.0,0.0751,3.7,1436,0.8,0.0824,5,Shopee,Food,0
VN00982,137494321.0,0.0142,268,284154.0,0.1045,4.2,1670,8.98,0.2288,1,TikTok Shop,Beauty,0
VN00983,48388265.0,0.1717,21,161563.0,0.0156,4.0,1615,6.75,0.0959,2,Shopee,Food,0
VN00984,96419255.0,0.1211,742,379442.0,0.1986,3.3,765,9.97,0.0131,2,TikTok Shop,Food,0
VN00985,99662307.0,0.7449,83,200362.0,0.0296,4.6,93,11.08,0.1191,1,Shopee,Beauty,0
VN00986,41918025.0,0.7816,1119,293274.0,0.0539,4.7,1449,13.17,0.1182,1,Shopee,Home,0
VN00987,308597602.0,0.2662,556,165978.0,0.1368,4.6,210,13.98,0.2537,2,TikTok Shop,Fashion,0
VN00988,192965451.0,0.0627,103,206735.0,0.1254,4.4,616,7.92,0.091,4,Shopee,Home,0
VN00989,84670420.0,-0.2165,227,90399.0,0.1928,4.1,218,8.08,0.0924,1,Shopee,Food,1
VN00990,101967468.0,0.8418,848,132141.0,0.1676,4.3,1236,0.8,0.0789,5,Shopee,Electronics,0
VN00991,116836620.0,-0.2747,280,181003.0,0.2473,4.1,1545,12.18,0.0444,0,Shopee,Electronics,0
VN00992,21610694.0,0.0221,926,211088.0,0.1078,3.9,609,0.89,0.0977,1,Shopee,Beauty,0
VN00993,83022064.0,0.0226,307,767275.0,0.3109,5.0,199,9.04,0.1883,5,TikTok Shop,Food,0
VN00994,59919456.0,0.0505,347,165885.0,0.1411,4.8,351,1.83,0.1554,2,TikTok Shop,Beauty,0
VN00995,47147191.0,-0.1446,1115,100879.0,0.2188,4.5,1225,4.36,0.0331,0,TikTok Shop,Beauty,1
VN00996,80936445.0,0.629,1019,470355.0,0.1663,4.0,313,2.39,0.1262,2,Lazada,Fashion,0
VN00997,384811782.0,-0.1969,61,344352.0,0.1056,4.5,1672,2.35,0.1145,3,Lazada,Beauty,0
VN00998,161599587.0,0.4436,636,112617.0,0.0854,4.1,395,1.51,0.3256,3,TikTok Shop,Food,0
VN00999,65111761.0,-0.1952,441,253376.0,0.226,4.1,140,4.79,0.0133,4,Shopee,Fashion,0
VN01000,153534689.0,-0.2618,224,304859.0,0.1394,4.2,107,6.22,0.0751,1,TikTok Shop,Electronics,0
VN01001,285432627.0,0.7868,902,217926.0,0.0881,4.4,1751,6.77,0.0295,2,Shopee,Fashion,0
VN01002,199929480.0,-0.1123,168,236313.0,0.0144,4.0,282,6.44,0.2943,0,Shopee,Food,1
VN01003,104502628.0,0.6766,429,146367.0,0.1138,4.1,265,7.57,0.1073,5,Shopee,Home,0
VN01004,61515357.0,0.3308,1195,258305.0,0.2394,4.9,122,12.11,0.1443,1,Lazada,Fashion,0
VN01005,168705894.0,-0.2527,1115,157051.0,0.2619,3.4,1695,9.03,0.1708,4,Lazada,Home,0
VN01006,134236542.0,0.8443,783,53493.0,0.1785,4.7,1748,0.73,0.0945,2,TikTok Shop,Fashion,0
VN01007,195563348.0,-0.0413,997,221490.0,0.2792,4.1,1087,2.83,0.1554,5,Shopee,Fashion,0
VN01008,160913716.0,0.7246,1169,86858.0,0.0354,4.0,1534,5.21,0.2853,5,Shopee,Beauty,0
VN01009,219566243.0,-0.139,593,333283.0,0.0281,4.0,1457,13.31,0.1321,2,Shopee,Home,0
VN01010,66890907.0,0.7174,754,114073.0,0.1751,4.2,251,1.55,0.101,3,TikTok Shop,Home,0
VN01011,268415188.0,-0.3335,177,58894.0,0.2905,4.7,925,10.09,0.162,4,TikTok Shop,Fashion,0
VN01012,115895526.0,0.2897,1053,82897.0,0.2195,4.3,1543,0.95,0.0146,5,TikTok Shop,Food,0
VN01013,473870983.0,0.6118,209,196666.0,0.1575,4.0,1393,5.39,0.1074,2,Shopee,Food,0
VN01014,59596603.0,0.8185,556,220412.0,0.0426,4.5,1566,10.9,0.1823,3,Shopee,Home,0
VN01015,367404086.0,0.7865,373,99080.0,0.2287,4.2,990,5.14,0.1241,3,Shopee,Beauty,0
VN01016,115922577.0,0.6745,864,117454.0,0.2037,4.5,1014,6.31,0.0586,0,Shopee,Beauty,0
VN01017,61308956.0,0.7602,441,199979.0,0.0342,4.3,1662,12.72,0.1026,5,Shopee,Food,0
VN01018,69517260.0,-0.101,511,326477.0,0.0868,3.7,1652,1.39,0.1237,4,Shopee,Beauty,0
VN01019,78588782.0,0.0052,842,109640.0,0.0274,4.5,872,7.62,0.1,4,Lazada,Fashion,0
VN01020,137361193.0,0.0112,500,242702.0,0.0539,3.4,281,5.44,0.0806,2,TikTok Shop,Fashion,0
VN01021,147911786.0,0.1213,344,84175.0,0.1142,4.1,1417,13.51,0.0982,0,TikTok Shop,Home,0
VN01022,64988767.0,0.1417,903,235142.0,0.0984,3.7,1580,11.21,0.0416,1,Shopee,Electronics,0
VN01023,98123167.0,0.3307,1005,292991.0,0.0439,3.2,171,2.15,0.0505,2,Shopee,Food,1
VN01024,498294970.0,-0.1502,1185,260955.0,0.1606,4.3,340,13.02,0.0315,3,Shopee,Food,0
VN01025,365091066.0,0.5141,273,330116.0,0.2367,4.6,1438,3.35,0.1403,1,Shopee,Electronics,0
VN01026,138619420.0,-0.1405,306,319295.0,0.0495,4.2,611,1.65,0.134,1,TikTok Shop,Beauty,0
VN01027,102821251.0,0.0379,157,505582.0,0.0937,4.8,1365,7.81,0.1584,5,Shopee,Fashion,0
VN01028,109345538.0,0.2792,761,211993.0,0.023,4.2,1332,10.44,0.1091,2,Shopee,Fashion,0
VN01029,158321523.0,0.6456,641,506331.0,0.2725,4.3,1619,10.17,0.0024,5,Shopee,Food,0
VN01030,46404434.0,0.5743,104,125235.0,0.0283,3.8,375,7.71,0.1294,0,TikTok Shop,Food,0
VN01031,82389421.0,0.4569,734,181195.0,0.0223,4.5,1440,7.15,0.2334,4,Lazada,Beauty,0
VN01032,28589839.0,-0.1553,495,189567.0,0.135,4.5,331,13.59,0.013,0,TikTok Shop,Beauty,0
VN01033,134815447.0,0.3338,98,119206.0,0.1039,4.0,536,11.58,0.0761,2,Shopee,Food,0
VN01034,162371415.0,-0.2407,1115,61677.0,0.0677,3.6,276,9.93,0.0525,4,Shopee,Beauty,0
VN01035,69553733.0,0.1217,687,310100.0,0.1014,3.5,1699,3.14,0.0654,1,TikTok Shop,Electronics,0
VN01036,325375375.0,0.1669,531,126126.0,0.2095,4.7,517,11.57,0.1351,3,Shopee,Fashion,0
VN01037,39851705.0,-0.3002,499,164322.0,0.0682,3.6,1292,10.62,0.0317,5,Shopee,Food,0
VN01038,33321682.0,-0.0075,796,443429.0,0.087,5.0,1582,13.89,0.0138,0,Shopee,Electronics,0
VN01039,118253226.0,0.8446,118,267277.0,0.0873,3.8,957,2.3,0.0944,5,Shopee,Electronics,0
VN01040,219162435.0,0.842,353,479311.0,0.0272,4.1,1402,10.16,0.0575,5,Shopee,Home,0
VN01041,353341570.0,0.0904,701,213260.0,0.256,5.0,820,13.72,0.0768,4,TikTok Shop,Food,0
VN01042,70833089.0,-0.2961,914,265069.0,0.1011,4.0,1798,6.75,0.2281,0,Shopee,Home,0
VN01043,224415685.0,-0.1261,621,178022.0,0.2785,3.7,941,10.4,0.0801,4,TikTok Shop,Electronics,1
VN01044,97087059.0,0.1403,237,131354.0,0.0561,4.0,1405,13.67,0.1143,3,Lazada,Food,0
VN01045,87796266.0,0.8347,1047,264579.0,0.0806,3.4,183,7.89,0.1707,5,Shopee,Home,0
VN01046,193879028.0,-0.1735,1091,161466.0,0.0677,4.1,1563,9.94,0.0444,2,Shopee,Fashion,0
VN01047,162996968.0,0.6044,1115,277135.0,0.1552,4.2,1239,0.77,0.0106,2,TikTok Shop,Food,0
VN01048,30636599.0,-0.2141,517,150959.0,0.0805,4.7,973,7.52,0.1366,4,TikTok Shop,Home,0
VN01049,302443567.0,0.8766,836,183930.0,0.1595,4.5,624,3.95,0.1525,4,Shopee,Beauty,0
VN01050,281338328.0,0.127,638,191446.0,0.2258,4.3,1620,2.27,0.0269,2,TikTok Shop,Food,0
VN01051,62509429.0,0.619,179,344029.0,0.0391,5.0,1478,10.07,0.1631,1,TikTok Shop,Beauty,0
VN01052,134470130.0,0.0782,1065,162401.0,0.0757,4.5,91,1.03,0.1298,1,Lazada,Food,0
VN01053,144750574.0,0.4346,1108,363486.0,0.0669,4.9,1454,12.72,0.0192,1,TikTok Shop,Home,0
VN01054,121509782.0,-0.11,1162,127717.0,0.1177,4.6,899,7.49,0.0588,3,Shopee,Home,0
VN01055,66139132.0,-0.1675,33,229792.0,0.0398,4.9,1112,9.25,0.0072,4,Shopee,Food,0
VN01056,60386883.0,0.8226,1060,142372.0,0.1957,4.8,1195,3.92,0.0387,0,Shopee,Electronics,0
VN01057,98034934.0,0.7971,1003,350765.0,0.1705,4.6,495,2.96,0.1389,0,Shopee,Home,0
VN01058,240816735.0,0.7593,464,133341.0,0.1105,4.5,1202,3.79,0.0424,4,TikTok Shop,Food,0
VN01059,150233321.0,0.4318,566,140313.0,0.1338,4.9,1500,3.64,0.0067,2,Lazada,Food,0
VN01060,75681118.0,0.6603,1086,107135.0,0.1848,3.9,1227,12.17,0.1035,4,Lazada,Fashion,0
VN01061,178263622.0,-0.2637,709,211403.0,0.0862,3.8,340,11.13,0.0596,1,Shopee,Beauty,0
VN01062,11799799.0,0.0685,601,269824.0,0.1097,3.4,1115,12.01,0.0369,1,Shopee,Fashion,0
VN01063,236527320.0,0.0421,735,255650.0,0.1418,4.5,1220,10.42,0.0341,0,TikTok Shop,Beauty,0
VN01064,27104618.0,0.4446,121,186816.0,0.2307,4.8,1735,9.19,0.2114,4,Shopee,Beauty,0
VN01065,76146471.0,0.0949,790,144311.0,0.0905,3.7,845,7.63,0.1659,0,Shopee,Fashion,0
